Resp;CLIENTE;dtcte;mescte;anocte;dtemissao;mesemissao;anoemissao;dtocor;mesocor;anoocor;dtbaixa;mesbaixa;anobaixa;diasemissao;diasresolucao;DsLocal;tp_ocor;Situacao;NrBo;dsocorrencia;VlCusto
1;48400000000000;14;11;2023;23;11;2023;23;11;2023;NULL;NULL;NULL;0;NULL;CAMINHAO TRANSFERENCIA;FALTA;ABERTO;2391;LENCO DE GAVETA 645 X 80 X 15 ;15,74
1;1440000000000;23;10;2023;11;12;2023;11;12;2023;NULL;NULL;NULL;0;NULL;CAMINHAO TRANSFERENCIA;AVARIA;ABERTO;10028;COSTA 2,5MM  482#687#3#05-MDF ;21,94
1;77500000000000;14;12;2022;11;1;2023;11;1;2023;16;1;2023;0;5;CAMINHAO COLETA/ENTREGA;AVARIA;FECHADO;4882;Quantidade: 1 REF: 82835.2912.;864,91
1;36300000000000;31;10;2022;4;1;2023;4;1;2023;9;2;2023;0;36;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8360;COD. 12000000[25052853] PORTA ;121,07
1;33700000000000;16;12;2022;20;1;2023;19;1;2023;13;2;2023;-1;25;CLIENTE PORTA A PORTA;AVARIA;FECHADO;1964;20.01.015.120.18.57 PORTA RETA;95,07
1;14500000000000;12;1;2023;23;1;2023;17;1;2023;13;2;2023;-6;27;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;1966;680017263 PAINEL LINEARX358X25;12,31
1;29900000000000;13;1;2023;26;1;2023;26;1;2023;15;2;2023;0;20;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8445;224032309 PAINEL ACAB LINEAR D;16,42
1;1790000000000;31;1;2023;1;3;2023;31;1;2023;1;3;2023;-29;29;TERMINAL;AVARIA;FECHADO;7394;Uma portinha vidro da cristale;63,99
1;85400000000000;7;2;2023;15;2;2023;7;2;2023;2;3;2023;-8;23;TERMINAL;FALTA;FECHADO;7390;0,3850 68001095  PAINEL LINEAR;28,33
1;7520000000000;18;1;2023;23;1;2023;23;1;2023;7;3;2023;0;43;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;4894;Quantidade: 2.7 REF: 680012263;318,82
1;9580000000000;15;12;2022;23;1;2023;23;1;2023;8;3;2023;0;44;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;8426;PEDIDO 223257 - NF. 202764 - C;53,58
1;37200000000000;5;12;2022;23;1;2023;23;1;2023;8;3;2023;0;44;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;8433;PEDIDO 218044 - NF. 201430 - B;171,14
1;9580000000000;20;1;2023;25;1;2023;24;1;2023;8;3;2023;-1;43;TERMINAL;AVARIA;FECHADO;7356;pedido 225470 fundo 640x680x5,;31,87
1;6210000000000;10;1;2023;1;2;2023;20;1;2023;8;3;2023;-12;47;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;7370;01 Painel linear 60x15mm branc;12,42
1;74200000000000;30;1;2023;10;2;2023;10;2;2023;8;3;2023;0;26;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;8526;COD. 68000495 PAINEL LINEARX35;54,56
1;34700000000000;18;1;2023;1;2;2023;26;1;2023;10;3;2023;-6;43;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;1975;65003695 DIVISORIA 2592X520X15;128,46
1;1340000000000;25;11;2022;1;2;2023;20;12;2023;10;3;2023;322;-285;CLIENTE PORTA A PORTA;AVARIA;FECHADO;1976;800132746 PORTA 693X346X18 GRI;44,55
1;34700000000000;18;1;2023;2;2;2023;18;1;2023;10;3;2023;-15;51;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;7372;65003695  DIVISORIA 2592X520X1;128,46
1;42700000000000;3;2;2023;6;2;2023;4;2;2023;10;3;2023;-2;34;TERMINAL;AVARIA;FECHADO;7380;700741 3D ITZ FTE GAVETS ESQUA;21,79
1;9810000000000;19;1;2023;15;2;2023;15;2;2023;17;3;2023;0;30;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;8547;224052723 PAINEL ACAB LINEAR D;29,83
1;7520000000000;15;2;2023;2;3;2023;2;3;2023;20;3;2023;0;18;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;4915;Quantidade: 1 REF: 60072595 BA;157,82
1;31100000000000;12;12;2022;18;1;2023;18;1;2023;24;3;2023;0;65;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8406;COD. 981464263 PAINEL LINEAR E;82,23
1;28600000000000;15;2;2023;27;2;2023;20;2;2023;28;3;2023;-7;36;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;2006;MOLDURA ACABAMENTO 18MM C/ ABS;27,93
1;28400000000000;1;2;2023;9;3;2023;1;2;2023;29;3;2023;-36;56;TERMINAL;FALTA;FECHADO;7400;690014641 PISTAO GAS 60N C/ 22;282,82
1;21900000000000;6;3;2023;16;3;2023;16;3;2023;29;3;2023;0;13;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;2037;- 850296291 LIMITADOR ABERTURA;13,75
1;10300000000000;9;3;2023;14;3;2023;10;3;2023;30;3;2023;-4;20;TERMINAL;AVARIA;FECHADO;7403;ref: 99.0000200 especial edi c;207,6
1;10300000000000;9;3;2023;14;3;2023;10;3;2023;30;3;2023;-4;20;TERMINAL;AVARIA;FECHADO;7404;ref: 990000200 especial edi co;96,66
1;30000000000000;9;2;2023;16;3;2023;16;3;2023;5;4;2023;0;20;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;2038;- 690014226 PUXADOR VANCOUVER ;74,78
1;14100000000000;10;3;2023;17;3;2023;17;3;2023;6;4;2023;0;20;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;4931;Quantidade: 2.575 REF: 2240487;251,46
1;14100000000000;8;3;2023;17;3;2023;17;3;2023;6;4;2023;0;20;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;4930;Quantidade: 0.923 REF: 2240523;36,9
1;11000000000000;31;1;2023;7;2;2023;7;2;2023;10;4;2023;0;62;DESCARREGAMENTO;FALTA;FECHADO;4903;U9213 PUXADOR ZAMACK CONCHA FU;15,88
1;67300000000000;10;2;2023;20;2;2023;20;2;2023;10;4;2023;0;49;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8567;QUANTIDADE (1) - PAI01.138915 ;1,03
1;15400000000000;10;2;2023;13;3;2023;13;3;2023;10;4;2023;0;28;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8669;COD. 1130093 - BASE SUP DORM C;52,52
1;31100000000000;1;3;2023;20;3;2023;20;3;2023;10;4;2023;0;21;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;8719;PEDIDO 5551259 - NF. 2389937  ;17,55
1;74200000000000;1;3;2023;14;3;2023;14;3;2023;10;4;2023;0;27;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;8682;(1) UNIDADE - COD. 690014079 K;17,55
1;74200000000000;3;3;2023;14;3;2023;14;3;2023;10;4;2023;0;27;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;8678;PEDIDO 5551483 - NF. 2391435  ;66,4
1;27300000000000;13;3;2023;17;3;2023;17;3;2023;12;4;2023;0;26;TERMINAL;AVARIA;FECHADO;7406;5556626 - bases prateleira cto;134,82
1;1440000000000;25;1;2023;15;3;2023;15;3;2023;13;4;2023;0;29;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8689;COD, 1620062 - TRAVESSA TERCEI;70,13
1;41700000000000;15;3;2023;28;3;2023;28;3;2023;18;4;2023;0;21;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8808;COD. 7980004 - FRENTE DE GAVET;19,36
1;10300000000000;9;3;2023;16;3;2023;16;3;2023;26;4;2023;0;41;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;2039;284003[3349511] TETO/BASE - CO;72,1
1;1440000000000;10;2;2023;13;3;2023;13;3;2023;27;4;2023;0;45;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8666;COD. 1380055 - LATERAL DIREITA;173,71
1;74200000000000;1;3;2023;8;3;2023;8;3;2023;2;5;2023;0;55;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;8629;(3) QUANTIDADE -  COD. 6900800;127,47
1;22900000000000;3;3;2023;14;3;2023;14;3;2023;3;5;2023;0;50;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;8677;PEDIDO 5553648 - NF. 2391394  ;27,37
1;22900000000000;1;3;2023;17;3;2023;17;3;2023;3;5;2023;0;47;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;8707;PEDIDO 5552275 - NF. 2389916 -;96,12
1;48900000000000;1;3;2023;20;3;2023;20;3;2023;3;5;2023;0;44;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;8723;PEDIDO 5551581 - NF. 2389950  ;167,97
1;1440000000000;17;3;2023;22;3;2023;22;3;2023;5;5;2023;0;44;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8755;PEDIDO 6201888 - NF. 2259132  ;36,1
1;27800000000000;31;3;2023;12;4;2023;12;4;2023;9;5;2023;0;27;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8921;MEDIDA: 0,9690 - PAINEL LINEAR;63,91
1;74200000000000;31;3;2023;13;4;2023;13;4;2023;9;5;2023;0;26;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8925;1 690014079 KIT TRILHO TELESCO;17,55
1;74200000000000;31;3;2023;18;4;2023;18;4;2023;9;5;2023;0;21;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;8972;4 690014671 SUPORTE PELICANO C;54,01
1;74200000000000;31;3;2023;18;4;2023;18;4;2023;9;5;2023;0;21;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;8973;1 690014079 KIT TRILHO TELESCO;17,55
1;74200000000000;31;3;2023;18;4;2023;18;4;2023;9;5;2023;0;21;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;8974;4 690014671 SUPORTE PELICANO C;54,01
1;13400000000000;29;3;2023;6;4;2023;6;4;2023;10;5;2023;0;34;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;8882;690014667 KIT COM 4 RODIZIO SI;68,63
1;8290000000000;9;3;2023;18;4;2023;29;3;2023;10;5;2023;-20;42;AUTORIZADO PELO COMERCIAL;AVARIA;FECHADO;7424;1 unidade d e: 700141749 PORTA;138,37
1;38200000000000;31;3;2023;12;4;2023;12;4;2023;11;5;2023;0;29;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8920;68000495  MEDIDA: 1,6300 - PAI;76,58
1;48900000000000;12;4;2023;24;4;2023;24;4;2023;12;5;2023;0;18;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9000;MEDIDA: 0,6860 - COD. 68000095;16,15
1;48900000000000;12;4;2023;24;4;2023;24;4;2023;12;5;2023;0;18;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9001;MEDIDA: 0,4500 - COD. 68000095;10,59
1;26700000000000;24;3;2023;25;4;2023;25;4;2023;16;5;2023;0;21;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;9011;MEDIDA: 1,0000 - PAI01.034031 ;108,96
1;35500000000000;15;3;2023;27;3;2023;27;3;2023;17;5;2023;0;51;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8792;COD. 1210031  - PRATELEIRA EDI;13,01
1;1440000000000;15;3;2023;28;3;2023;28;3;2023;18;5;2023;0;51;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8806;COD. 1140001 FUNDO DE GAVETA  ;20,74
1;1440000000000;29;3;2023;6;4;2023;6;4;2023;18;5;2023;0;42;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8894;PORTA BP VERTICAL 18MM 3 DOB -;56,63
1;11000000000000;13;4;2023;18;4;2023;18;4;2023;18;5;2023;0;30;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;4955;Quantiade: 1 REF: 1210258 PRAT;5,27
1;29000000000000;10;4;2023;17;4;2023;17;4;2023;29;5;2023;0;42;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;8950;690014667 KIT COM 4 RODIZIO SI;68,63
1;37400000000000;18;4;2023;26;4;2023;26;4;2023;29;5;2023;0;33;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;9019;1 UNIDADE - FRENTE GAV AMERICA;63,58
1;93000000000000;19;5;2023;26;4;2023;26;4;2023;29;5;2023;0;33;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;9019;1 UNIDADE - FRENTE GAV AMERICA;63,58
1;87200000000000;21;12;2022;23;3;2023;14;2;2023;31;5;2023;-37;106;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;7414;Referente a danfe em anexo, de;94,5
1;21400000000000;27;4;2023;10;5;2023;10;5;2023;1;6;2023;0;22;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9084;PRATELEIRA LINEAR 15MM C/ BORD;20,15
1;21400000000000;27;4;2023;10;5;2023;10;5;2023;1;6;2023;0;22;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9085;RODAPE DORM CX 15MM  PEDIDO: 6;3,54
1;21400000000000;27;4;2023;10;5;2023;10;5;2023;1;6;2023;0;22;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9086;BASE INFERIOR DORM CX 15MM  PE;43,74
1;29900000000000;19;1;2023;24;1;2023;24;1;2023;2;6;2023;0;129;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8437;COD. 924050308 PAINEL ACAB LIN;86,73
1;28000000000000;28;3;2023;5;4;2023;5;4;2023;2;6;2023;0;58;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8876;PAINEL ACAB LINEAR H40 444MM -;239,2
1;8100000000000;27;4;2023;10;5;2023;10;5;2023;5;6;2023;0;26;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9078;1 UNIDADES - PRATELEIRA EDITAV;67,59
1;12000000000000;27;4;2023;10;5;2023;10;5;2023;5;6;2023;0;26;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9082;FRENTE 18MM FALSA P/CTO RETO V;50,13
1;37600000000000;4;5;2023;11;5;2023;11;5;2023;9;6;2023;0;29;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;2094;68000095 PAINEL LINEARX60X15MM;60,87
1;74200000000000;9;3;2023;22;3;2023;22;3;2023;13;6;2023;0;83;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8749;1 PÇ. REF: 680004262 PAINEL LI;52,86
1;20700000000000;12;5;2023;24;5;2023;24;5;2023;13;6;2023;0;20;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9161;1 UNIDADE - 65006295 COSTA 233;125,14
1;29000000000000;18;5;2023;26;5;2023;26;5;2023;13;6;2023;0;18;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;9192;TAPA FURO ADESIVO 18MM 50UN  P;4,22
1;11000000000000;23;3;2023;8;5;2023;8;5;2023;16;6;2023;0;39;CAMINHAO COLETA/ENTREGA;FALTA;FECHADO;4963;Quantidade: 23 REF: A0001457 P;6,77
1;38300000000000;31;3;2023;17;5;2023;17;5;2023;16;6;2023;0;30;CAMINHAO COLETA/ENTREGA;AVARIA;FECHADO;4970;Quantidade: 1 REF: 65008495 Pr;41,34
1;1440000000000;9;5;2023;26;5;2023;26;5;2023;23;6;2023;0;28;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9194;1 UNIDADE - COD. U400037 DIVIS;108,33
1;27800000000000;12;5;2023;1;6;2023;1;6;2023;23;6;2023;0;22;CAMINHAO COLETA/ENTREGA;AVARIA;FECHADO;9233;1 UNIDADE - COD. 208/1.0067 CA;870
1;22900000000000;10;5;2023;25;5;2023;25;5;2023;26;6;2023;0;32;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9169;MEDIDA 1,1690 - COD. 680030227;68,59
1;74200000000000;8;5;2023;26;5;2023;26;5;2023;29;6;2023;0;34;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;9195;PUXADOR ALCA 128MM ABS PRETO  ;31,71
1;74200000000000;8;5;2023;26;5;2023;26;5;2023;29;6;2023;0;34;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;9196;PUXADOR ATLANTA 224MM ABS  690;44,61
1;41100000000000;25;4;2023;11;5;2023;11;5;2023;5;7;2023;0;55;AUTORIZADO PELO COMERCIAL;FALTA;FECHADO;7430;puxadores    ;256,75
1;86800000000000;7;6;2023;23;6;2023;23;6;2023;5;7;2023;0;12;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;4994;Quantidade: 2 REF: 05011001718;55,78
1;40500000000000;26;5;2023;20;6;2023;20;6;2023;5;7;2023;0;15;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;4989;Quantidade: 1 REF: 700039674 P;89,04
1;12000000000000;27;4;2023;10;5;2023;10;5;2023;10;7;2023;0;61;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;9087;VOLUME EMBALAGEM PRATELEIRA  P;5,96
1;1440000000000;25;5;2023;2;6;2023;2;6;2023;10;7;2023;0;38;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9247;VOLUME EMBALAGEM ACESSORIOS  P;44,66
1;9810000000000;3;5;2023;15;5;2023;15;5;2023;11;7;2023;0;57;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9110;BALCAO 400 H720 PS90 - OURO BC;182,01
1;29900000000000;22;3;2023;22;5;2023;22;5;2023;11;7;2023;0;50;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;9141;TRILHO TELESCOPICO 300 MM  TRI;162,11
1;22700000000000;3;6;2023;20;6;2023;20;6;2023;13;7;2023;0;23;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;9343;1 UNIDADE - CCL1515.015443 CHA;36,61
1;27800000000000;10;4;2023;17;4;2023;17;4;2023;14;7;2023;0;88;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;8951;1 UNIDADE - COD. 690014572 KIT;1144,45
1;35800000000000;19;6;2023;27;6;2023;19;6;2023;14;7;2023;-8;25;TERMINAL;AVARIA;FECHADO;7457;1 MONTANTE  DA BASES PRATELEIR;99,63
1;27800000000000;10;4;2023;17;4;2023;17;4;2023;17;7;2023;0;91;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;8952;1 UNIDADE - 690014080  KIT TRI;30,76
1;35800000000000;1;6;2023;23;6;2023;23;6;2023;18;7;2023;0;25;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;4995;Quantidade: 1 REF: 700051654 -;48,18
1;34700000000000;15;6;2023;26;6;2023;26;6;2023;19;7;2023;0;23;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;2169;68001040001 PAINEL LINEARX700X;186,2
1;30000000000000;23;6;2023;27;6;2023;26;6;2023;19;7;2023;-1;23;TERMINAL;AVARIA;FECHADO;7458;1 RODAPÉ INTEIRO 2730X18MM MDP;39,52
1;8920000000000;2;3;2023;15;3;2023;15;3;2023;20;7;2023;0;127;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8693;PEDIDO 1210034 - PRATELEIRA ED;182,81
1;8920000000000;9;11;2022;15;3;2023;15;3;2023;20;7;2023;0;127;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;8685;(1) UNIDADE - COD. U101006[349;775,24
1;8920000000000;8;3;2023;21;3;2023;21;3;2023;20;7;2023;0;121;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8740;1 PÇ. REF: U100986[35971377]. ;35,32
1;8920000000000;8;3;2023;22;3;2023;22;3;2023;20;7;2023;0;120;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8744;PEDIDO  6196224   - NF. 225634;25,78
1;8920000000000;8;3;2023;22;3;2023;22;3;2023;20;7;2023;0;120;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8746;PEDIDO 6196385 - NF. 2256389  ;39,56
1;8920000000000;29;3;2023;5;4;2023;5;4;2023;20;7;2023;0;106;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;8877;PRATELEIRA LINEAR 18MM - BORDA;523,26
1;74200000000000;19;6;2023;27;6;2023;27;6;2023;24;7;2023;0;27;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9364;MEDIDA: 0,4900 - COD. 68003021;27,85
1;12000000000000;9;5;2023;19;5;2023;19;5;2023;25;7;2023;0;67;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9139;1 UNIDADE - COD. U11538 DIVISO;22,35
1;35800000000000;18;5;2023;26;6;2023;26;6;2023;25;7;2023;0;29;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;5000;650041227  LATERAL FECHAMENTO ;159,62
1;42200000000000;22;6;2023;28;6;2023;28;6;2023;26;7;2023;0;28;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9378;MEDIDA: 0,7000 - COD. 82109074;54,09
1;4970000000000;21;6;2023;28;6;2023;28;6;2023;26;7;2023;0;28;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9379;MEDIDA: 0,7440 - COD. 68004055;31,64
1;21700000000000;29;5;2023;31;7;2023;30;5;2023;31;7;2023;-62;62;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;7483;1 159432090 |MESA REDONDA MDP ;210,2
1;43600000000000;1;6;2023;20;6;2023;16;6;2023;1;8;2023;-4;46;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;2164;65003695 DIVISORIA 2592X520X15;132,75
1;1340000000000;7;6;2023;14;6;2023;14;6;2023;3;8;2023;0;50;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;2154;850001449 SUPORTE PRATELEIRA V;17,63
1;29000000000000;9;6;2023;16;6;2023;16;6;2023;3;8;2023;0;48;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9328;MEDIDA: 0,4000 - COD. 68000895;26,39
1;8920000000000;11;4;2023;22;6;2023;20;4;2023;3;8;2023;-63;105;CAMINHAO COLETA/ENTREGA;AVARIA;FECHADO;7451;1 und U900003 PRATELEIRA LINEA;110,17
1;8920000000000;30;6;2023;11;7;2023;11;7;2023;3;8;2023;0;23;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9441;PRATELEIRA LINEAR 40 MM C/ BOR;265,17
1;1440000000000;28;4;2023;5;5;2023;5;5;2023;10;8;2023;0;97;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;9061;VOLUME EMBALAGEM LATERAL  LATE;101,17
1;29000000000000;19;7;2023;28;7;2023;28;7;2023;14;8;2023;0;17;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9520;PORTA DESL 2379X710X18 MTREAL ;893,54
1;50000000000000;17;7;2023;25;7;2023;25;7;2023;15;8;2023;0;21;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9502;MEDIDA: 1,2120 - COD. 68002121;116,68
1;14500000000000;23;6;2023;30;6;2023;30;6;2023;16;8;2023;0;47;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;2176;690014097 PUXADOR ACETO 128MM ;31,39
1;37600000000000;15;6;2023;4;7;2023;21;6;2023;18;8;2023;-13;58;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;2177;680004262    PAINEL LINEARX358;55,24
1;12600000000000;27;6;2023;6;7;2023;6;7;2023;23;8;2023;0;48;TERMINAL;AVARIA;FECHADO;2181;3D PLUS PORTA BASC.  ;10,24
1;1440000000000;23;6;2023;3;8;2023;31;7;2023;23;8;2023;-3;23;TERMINAL;FALTA;FECHADO;7485;extravio total dos itens, os 1;325,41
1;8290000000000;11;7;2023;24;7;2023;24;7;2023;24;8;2023;0;31;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9490;MEDIDA: 0,6460 - COD. 68000659;42,93
1;8290000000000;11;7;2023;24;7;2023;24;7;2023;24;8;2023;0;31;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9491;COSTA COZINHA PACOTAO+1 Costa ;24,46
1;87800000000000;30;6;2023;11;7;2023;11;7;2023;25;8;2023;0;45;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9436;PAINEL LISO 2200X450X18MM LORD;273,77
1;1440000000000;21;7;2023;28;7;2023;28;7;2023;25;8;2023;0;28;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9517;MONTANTE TERC. P/FOGAO VEIO VE;21,67
1;22600000000000;19;7;2023;25;7;2023;25;7;2023;28;8;2023;0;34;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9501;PRATELEIRA MOD SUPERIOR EDITAV;50,15
1;26400000000000;23;6;2023;18;7;2023;29;6;2023;28;8;2023;-19;60;AUTORIZADO PELO COMERCIAL;AVARIA;FECHADO;7476;REF. CCP003026036 PAINEL LISO ;232,3
1;8290000000000;11;7;2023;24;7;2023;24;7;2023;29;8;2023;0;36;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9492;MEDIDA: 0,3350 - COD. 68000424;16,9
1;29900000000000;19;5;2023;30;5;2023;30;5;2023;30;8;2023;0;92;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;9222;FRENTE ESQ ESP 500X346X18  PED;274,39
1;37600000000000;3;8;2023;14;8;2023;3;8;2023;1;9;2023;-11;29;TERMINAL;FALTA;FECHADO;7488;2 60035095 PRATELEIRA ARM 669X;49,2
1;29900000000000;16;6;2023;7;8;2023;7;8;2023;6;9;2023;0;30;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9554;1 UNIDADE - COD. 223650304 FRE;41,21
1;34200000000000;7;8;2023;11;8;2023;9;8;2023;6;9;2023;-2;28;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;2238;2 und. 58005195 CHAPA BP MDF 5;228,47
1;1440000000000;21;7;2023;28;7;2023;28;7;2023;8;9;2023;0;42;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9518;LATERAL DIR MOD INF CX 15MM GA;44,42
1;22600000000000;14;7;2023;11;8;2023;11;8;2023;8;9;2023;0;28;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;9583;2 UNIDADE - COD. 03.008.0001.1;143,6
1;30000000000000;3;8;2023;10;8;2023;7;8;2023;11;9;2023;-3;35;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;2237;PAINEL LINEARX625X25MM LOURO F;142,73
1;8290000000000;11;7;2023;14;8;2023;14;8;2023;12;9;2023;0;29;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9584;2 UNIDADES - COD. 70010240006 ;1166,33
1;22900000000000;11;8;2023;21;8;2023;21;8;2023;12;9;2023;0;22;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9610;MEDIDA: 0,4000 - COD. 68003359;29,17
1;9240000000000;17;8;2023;25;8;2023;25;8;2023;14;9;2023;0;20;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;5068;Quantidade: 0.8 REF: 680011591;71,38
1;8290000000000;17;8;2023;28;8;2023;28;8;2023;18;9;2023;0;21;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9638;60035295 PRATELEIRA ARM 869X29;30,01
1;16900000000000;21;7;2023;2;8;2023;2;8;2023;19;9;2023;0;48;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;9540;VOLUME EMBALAGEM PRATELEIRA VO;19,42
1;31100000000000;3;8;2023;10;8;2023;10;8;2023;20;9;2023;0;41;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9576;COSTA COZINHA PACOTAO 38132995;35,73
1;1440000000000;19;6;2023;27;6;2023;27;6;2023;21;9;2023;0;86;CAMINHAO TRANSFERENCIA;AVARIA;FECHADO;9365;1 UNIDADE - LATERAL MOD INFERI;48,44
1;74200000000000;21;8;2023;31;8;2023;31;8;2023;28;9;2023;0;28;CAMINHAO TRANSFERENCIA;FALTA;FECHADO;9654;70011240006 FRENTE GAV 329X496;30,76
